,_healpix_29,amplitude_g,amplitude_r,amplitude_i,amplitude_z,inter_percentile_range_25_g,inter_percentile_range_25_r,inter_percentile_range_25_i,inter_percentile_range_25_z,anderson_darling_normal_g,anderson_darling_normal_r,anderson_darling_normal_i,anderson_darling_normal_z,beyond_1_std_g,beyond_1_std_r,beyond_1_std_i,beyond_1_std_z,chi2_pvar_g,chi2_pvar_r,chi2_pvar_i,chi2_pvar_z,cusum_g,cusum_r,cusum_i,cusum_z,eta_g,eta_r,eta_i,eta_z,eta_e_g,eta_e_r,eta_e_i,eta_e_z,excess_variance_g,excess_variance_r,excess_variance_i,excess_variance_z,kurtosis_g,kurtosis_r,kurtosis_i,kurtosis_z,lafler_kinman_string_length_g,lafler_kinman_string_length_r,lafler_kinman_string_length_i,lafler_kinman_string_length_z,maximum_slope_g,maximum_slope_r,maximum_slope_i,maximum_slope_z,mean_g,mean_r,mean_i,mean_z,mean_variance_g,mean_variance_r,mean_variance_i,mean_variance_z,median_g,median_r,median_i,median_z,median_absolute_deviation_g,median_absolute_deviation_r,median_absolute_deviation_i,median_absolute_deviation_z,median_buffer_range_percentage_10_g,median_buffer_range_percentage_10_r,median_buffer_range_percentage_10_i,median_buffer_range_percentage_10_z,otsu_mean_diff_g,otsu_std_lower_g,otsu_std_upper_g,otsu_lower_to_all_ratio_g,otsu_mean_diff_r,otsu_std_lower_r,otsu_std_upper_r,otsu_lower_to_all_ratio_r,otsu_mean_diff_i,otsu_std_lower_i,otsu_std_upper_i,otsu_lower_to_all_ratio_i,otsu_mean_diff_z,otsu_std_lower_z,otsu_std_upper_z,otsu_lower_to_all_ratio_z,percent_amplitude_g,percent_amplitude_r,percent_amplitude_i,percent_amplitude_z,percent_difference_magnitude_percentile_5_g,percent_difference_magnitude_percentile_5_r,percent_difference_magnitude_percentile_5_i,percent_difference_magnitude_percentile_5_z,chi2_g,chi2_r,chi2_i,chi2_z,roms_g,roms_r,roms_i,roms_z,skew_g,skew_r,skew_i,skew_z,standard_deviation_g,standard_deviation_r,standard_deviation_i,standard_deviation_z,stetson_K_g,stetson_K_r,stetson_K_i,stetson_K_z,weighted_mean_g,weighted_mean_r,weighted_mean_i,weighted_mean_z
404,2528737753689074538,2.3166828,2.7058983,2.5647206,2.7859616,2.308937,3.5632095,1.5831661,2.9839725,3.8359015,1.138366,4.0203958,2.6262057,0.1923077,0.47826087,0.30107528,0.19642857,0.0,0.0,0.0,0.0,0.32864445,0.22248869,0.36749277,0.2960045,0.43293664,0.5142649,0.35789433,0.75725067,3.7681835e+06,2.4548942e+06,5.7622295e+06,1.0850256e+07,0.008318355,0.01179638,0.0065771514,0.012155749,-0.34302258,-1.2964841,0.042013407,-0.8939476,0.2955257,0.33907357,0.23191507,0.40789628,2408.502,2447.9766,10592.891,8632.457,16.320034,17.20365,17.846931,16.394411,0.09120508,0.108611315,0.08109985,0.11025332,15.682308,17.038055,18.379282,16.100622,0.6258817,1.6499767,0.70960236,1.5017791,0.13461539,0.06521739,0.22580644,0.035714287,2.8556442,0.5230832,0.9340641,0.6923077,3.2640285,0.9663267,0.88247454,0.5869565,3.151204,0.7165446,0.733905,0.19354838,3.2050142,0.7866622,1.0916435,0.625,4.0014706,3.0799484,3.7759771,4.0559235,0.28199843,0.31190708,0.2729377,0.32048118,842680.8,1.0837468e+06,1.063346e+06,691277.9,941.6566,1257.5894,1166.7117,1251.1902,0.97580975,0.16030112,-1.0060225,0.615232,1.4884701,1.868511,1.4473835,1.8075383,0.90730333,0.9185262,0.93415815,0.9318818,15.392886,15.497405,15.678056,14.936288
405,2528737755891953710,1.8079329,1.8475685,2.2586613,2.2447271,1.4848709,1.8166466,1.7118149,1.816042,0.8965447,0.7129258,3.1299372,1.3184851,0.33333334,0.40425533,0.23913044,0.25,0.0,0.0,0.0,0.0,0.42022106,0.2714019,0.4174342,0.31509626,0.19539498,0.38765115,0.2514792,0.59438616,3.414392e+06,4.034081e+06,1.8570948e+06,7.8052305e+06,0.0019598817,0.0024953263,0.002219623,0.00252659,-0.9222827,-0.99086237,-0.2706039,-0.73822236,0.2276091,0.2685739,0.18346213,0.31906852,1638.8828,2360.0469,2932.875,3934.8594,21.560255,22.16257,22.394768,22.26453,0.044377115,0.050242946,0.047447287,0.052095488,21.561886,22.192116,22.812057,21.964022,0.7602978,0.926445,0.570343,0.7987108,0.078431375,0.10638298,0.2173913,0.08928572,1.6264343,0.39289674,0.57800645,0.49019608,1.8483448,0.6555117,0.5785498,0.4680851,1.9648724,0.6436546,0.4274064,0.33695653,2.0446548,0.482993,0.66965306,0.58928573,1.8082504,2.0292988,3.302351,2.8794765,0.14680772,0.15692537,0.15089546,0.1731678,709.2682,310.12964,369.00388,33.068665,31.813448,14.684462,21.067635,6.11681,0.2505034,-0.22307618,-0.796153,0.50619876,0.9567819,1.1135129,1.0625709,1.1598816,0.84907776,0.82598466,0.8488418,0.8222943,20.954664,21.400318,21.084251,21.323616
406,2528737756171005215,1.2322264,1.5749798,1.4952297,1.5645885,0.8478546,1.6164036,0.40385246,1.2656136,0.5011154,0.8457096,3.073799,0.62307733,0.3846154,0.40425533,0.21978022,0.3272727,0.0,0.0,0.0,0.0,0.2718799,0.25383562,0.27850875,0.2901094,0.69383085,0.5325845,0.94681954,0.78380966,1.113419e+07,9.120335e+06,9.852659e+06,1.388183e+07,0.00075928465,0.0016065199,0.00033524333,0.0011846216,-0.6112094,-1.2602254,4.843986,-0.6731472,0.4433588,0.317562,0.5042789,0.44038776,2078.7188,2222.1172,3234.6367,2910.6172,22.215595,22.420498,22.895845,22.76609,0.027857758,0.040512938,0.01943989,0.037430275,22.236532,22.53117,22.989954,22.708035,0.4730091,0.79024124,0.19729233,0.67948914,0.25,0.12765957,0.41758242,0.09090909,1.002037,0.368012,0.38530692,0.3846154,1.5765972,0.40819457,0.47057715,0.4893617,0.8666992,0.4743922,0.22948962,0.18681319,1.4432297,0.41466483,0.5225909,0.58181816,1.2913914,1.7663269,2.0719337,1.7648506,0.09424818,0.11725953,0.05920724,0.12698103,264.8062,102.28135,18.663666,9.811104,12.001971,8.453728,2.5829813,2.9226062,-0.12574661,0.0504241,-1.6744379,0.40011743,0.6188767,0.90832025,0.4450927,0.852141,0.7873712,0.8431959,0.6471708,0.82871085,21.754911,22.058886,22.784681,22.289877
407,2528737758394527692,1.3064995,1.631383,1.7480516,1.2511263,0.74604034,1.6320419,1.1869259,0.87151337,0.2534864,1.0690612,0.4187548,0.16114989,0.30612245,0.4375,0.30769232,0.44827586,0.0,0.0,0.0,3.471072e-05,0.35963237,0.3094773,0.27038336,0.2322706,0.9323181,0.9050285,1.0269791,1.7384163,4.581949e+07,3.4034496e+07,1.4889622e+07,6.584487e+07,0.00028996254,0.000538898,-7.16837e-05,-0.00023016572,-0.13797426,-1.1820474,-0.0793581,-0.52493787,0.5182832,0.45912993,0.51398456,0.89565724,3816.9688,2847.2344,3252.371,2337.918,24.022867,23.976532,23.896654,23.465847,0.023634084,0.03769733,0.034040798,0.026099838,23.98793,23.791012,23.943857,23.507263,0.41062546,0.7454977,0.5898628,0.43501663,0.18367347,0.15625,0.16923077,0.1724138,0.9079037,0.3697876,0.30109975,0.53061223,1.6645374,0.42326924,0.3221043,0.625,1.3293056,0.5303295,0.4394489,0.41538462,0.9976349,0.33836836,0.3642728,0.44827586,1.313446,1.7385883,2.1439533,1.2895603,0.07634577,0.10676361,0.118211076,0.082802445,16.660543,6.2092285,33.950745,2.4302924,2.3058012,2.1420207,5.4831467,1.225823,-0.21709989,0.22806095,-0.45222145,-0.0033157398,0.56775844,0.9038513,0.8134612,0.61245483,0.70795846,0.7662007,0.82791126,0.7756573,23.435402,23.34334,22.446949,23.050764
409,2528737776424479411,1.7113285,1.3562498,1.2799673,1.5557146,0.4503727,1.2067661,0.604866,1.0132542,1.542145,0.35552508,0.29649183,0.40021136,0.2173913,0.3939394,0.2837838,0.25,5.551115e-16,1.3943578e-06,0.44826987,1.3548139e-05,0.281745,0.21899176,0.255679,0.2803959,1.2403557,1.0792933,0.9101053,1.2847751,1.0105165e+08,3.7327084e+07,2.2854538e+07,7.715915e+07,-6.207736e-05,-0.0002730525,-0.00017205016,-0.0003026003,1.9201655,-0.8463633,0.17003489,-0.006721258,0.8662264,0.59067106,0.4736701,0.73445386,7684.086,1633.5156,4548.703,3628.3828,24.05807,24.151447,24.3006,23.542925,0.02423399,0.029880524,0.02178198,0.031139517,23.950672,24.116247,24.31749,23.451103,0.24681759,0.6319084,0.302433,0.47741222,0.4347826,0.18181819,0.2027027,0.14285715,1.1152153,0.3584153,0.3442766,0.7826087,1.1801205,0.41962346,0.39739525,0.5151515,0.8485966,0.31660718,0.34033766,0.3783784,1.2865791,0.45035437,0.4138694,0.71428573,1.7629814,1.3739719,1.284874,1.5679989,0.074923486,0.093988314,0.07539488,0.09963903,3.7157896,2.631892,1.0124457,2.5712585,1.3117428,1.3210843,0.8087859,1.0520186,0.28511626,0.011665638,-0.033284787,0.27664566,0.583023,0.7216579,0.5293152,0.7331153,0.6683751,0.8087662,0.8077781,0.68735844,23.91941,24.029375,24.137075,22.91125
410,2528737781312854066,1.1902151,1.3753653,1.6961441,1.5253782,0.7559891,1.5649853,1.0473461,0.9240284,0.317568,0.7823716,0.4158055,0.36217415,0.35555556,0.3448276,0.31666666,0.2857143,0.0,3.9357406e-13,0.0,0.00081588334,0.3054147,0.322369,0.25013968,0.30292928,0.9919656,0.9144579,1.4355111,1.6068972,7.71415e+07,4.9277908e+07,2.8149224e+07,6.738692e+07,-0.00013741964,0.00046360173,0.00025409058,-0.0009181271,-0.19872165,-1.2699587,-0.103709936,-0.077674866,0.52458096,0.47365665,0.72378135,0.8044843,4684.5312,2144.7383,4125.004,2806.0,24.228676,23.86984,24.019833,23.60934,0.022388143,0.036072914,0.03338046,0.029897295,24.201738,23.753452,23.998589,23.438843,0.3936844,0.70853996,0.54256916,0.58508205,0.17777778,0.10344828,0.21666667,0.25,0.88043976,0.3664603,0.24173753,0.5555556,1.5047665,0.3559923,0.4670864,0.55172414,1.2746353,0.5677377,0.3662855,0.55,1.2004185,0.37667072,0.3947519,0.60714287,1.3361835,1.6095772,1.9690857,1.8092766,0.07617356,0.106573895,0.11538032,0.10009038,12.746338,4.2381787,24.702192,2.0808184,2.1649315,1.8990389,4.507031,1.0188915,-0.37930223,0.2976433,-0.45338604,0.29354116,0.54243505,0.8610547,0.80179304,0.7058554,0.70199853,0.87435555,0.84296817,0.72475266,23.599844,23.548693,22.620684,23.099384
411,2528737781323659344,1.1923695,1.5961647,1.738452,1.0435677,0.9039116,1.4451332,0.84810066,0.6140499,0.3318198,0.45761955,0.6581402,0.2995014,0.3409091,0.34375,0.265625,0.25,0.0,8.21565e-15,0.0,0.7656895,0.30145317,0.3094648,0.2317679,0.29764676,1.167376,0.93507457,1.26403,1.2957335,7.327144e+07,6.752746e+07,2.1271898e+07,7.3091496e+07,-4.608824e-06,0.00012941603,2.7637063e-06,-0.00079045194,-0.63804317,-0.9261327,0.45706272,0.14021063,0.610129,0.47244254,0.6391771,0.7011538,4013.5625,4170.836,4359.2656,1676.5586,24.27548,24.096546,24.097946,23.673676,0.022917226,0.035479903,0.030717362,0.021618783,24.366032,24.031595,24.09749,23.618221,0.4176588,0.6568155,0.46552753,0.3013935,0.18181819,0.09375,0.1875,0.16666667,0.9389019,0.29820493,0.29503843,0.45454547,1.438551,0.41967237,0.4891638,0.53125,1.1431637,0.5550342,0.37973666,0.46875,0.8234577,0.27038616,0.35254696,0.5833333,1.403698,1.6281471,2.0100079,1.1615562,0.068774916,0.102318056,0.10821073,0.07619834,10.785865,4.3314295,21.654278,0.7759933,2.2120252,1.7315155,3.8375437,0.69238085,-0.12080205,0.1624231,-0.6231378,0.46151093,0.5563267,0.85494316,0.7402253,0.51179606,0.6895569,0.8084618,0.83789414,0.7528835,23.688068,23.644188,22.697004,23.521317
412,2528737781448806010,1.2712946,1.7902441,1.7180262,1.1840239,0.8360653,1.5053787,0.96556664,0.8182583,0.20024684,0.34333006,0.35451555,0.31657714,0.3255814,0.34615386,0.2982456,0.29411766,0.0,6.312728e-13,0.0,0.48207474,0.26035297,0.29797953,0.2155505,0.35810995,1.1173303,0.8000406,1.2860303,1.2010598,4.279326e+07,9.527453e+07,2.3545438e+07,1.4883822e+08,-2.8807835e-05,0.0004324533,-0.0006097081,-0.0008501039,-0.24104047,-0.7214227,0.12203264,-0.26375222,0.5979318,0.40334186,0.7079781,0.78302103,2755.8008,3059.3984,3819.121,2273.832,24.424892,24.21992,24.226288,23.88398,0.023873905,0.040830594,0.032225583,0.027052196,24.428223,24.080696,24.18558,23.775959,0.4167881,0.6419201,0.52387047,0.4240284,0.20930232,0.1923077,0.21052632,0.11764706,0.94322395,0.37101284,0.34256157,0.39534885,1.666338,0.5861949,0.44908255,0.5769231,1.2381592,0.5529126,0.45382878,0.3859649,1.0936661,0.3679346,0.36931017,0.64705884,1.363308,1.9264431,1.9723358,1.2577782,0.07755034,0.13059732,0.11045331,0.092111796,9.025222,4.4672484,16.96292,0.97424245,1.9226755,1.6530385,3.3212297,0.7770846,-0.29471418,-0.12518567,-0.47066927,0.2694087,0.58311754,0.98891366,0.7807062,0.6461141,0.7408537,0.7553766,0.815786,0.74762493,23.750423,23.705717,22.846338,23.613518
413,2528737781526857929,1.6202345,1.2900515,1.4215746,1.180028,0.7087097,1.2525234,0.94091034,0.87075996,0.51280457,0.53797466,1.2555617,0.20564078,0.25641027,0.36363637,0.25,0.4117647,0.0,0.2976698,0.0,0.3627825,0.26233098,0.25958964,0.22992726,0.3550591,1.0021285,0.9591965,1.2839322,1.1083575,4.9822316e+07,2.0244645e+08,2.7704282e+07,9.62165e+07,2.9994084e-05,-0.0015744929,2.866571e-05,-0.0011384669,0.7287042,-0.88901377,0.16154933,-0.58855915,0.6146728,0.4955441,0.71320575,0.6399219,2866.4375,3762.4922,2891.8008,2286.0156,24.539423,24.283812,24.152985,23.917183,0.026612632,0.030441912,0.028138671,0.027713483,24.636747,24.115124,24.331362,23.894297,0.3868885,0.5520563,0.37197876,0.3684826,0.17948718,0.18181819,0.25,0.11764706,1.0204258,0.43436494,0.39049652,0.43589744,1.3411121,0.3446395,0.33288127,0.6363636,1.2531891,0.46056724,0.3199327,0.29166666,1.0376358,0.39545864,0.41717672,0.5294118,1.8119583,1.6210117,1.8794765,1.2182236,0.09173615,0.098367035,0.091208965,0.08977367,7.574787,1.1383474,13.968606,1.0848972,1.9395423,0.92913175,3.3845017,0.7669852,-0.25531128,0.38026682,-0.8658908,0.09781111,0.65305865,0.73924565,0.6796329,0.66282845,0.7572097,0.8493153,0.86294246,0.77883774,23.87542,24.110228,22.994177,23.586975
414,2528737781900780394,1.3843231,1.4339857,1.2494125,1.0327711,0.7444687,1.678772,0.6708183,0.80135155,0.22469118,0.4943709,0.26040977,0.23317802,0.2888889,0.47619048,0.33962265,0.375,8.576408e-06,0.14816354,0.0,0.21045825,0.21924308,0.33853313,0.19491535,0.35993016,1.6043506,0.80630386,1.341875,1.7158151,7.518979e+07,1.2199843e+08,2.8851718e+07,1.3350291e+08,-0.00039901564,-0.0006131743,-0.0009046759,-0.0012270033,0.081676245,-1.1853571,-0.015254974,-0.5574229,0.85182714,0.43120363,0.7159714,0.8747193,3605.539,3927.211,2281.6172,2476.1719,24.604597,24.412827,24.316555,23.663548,0.02370492,0.036263168,0.022711087,0.02620615,24.585901,24.342789,24.339191,23.656471,0.38892937,0.7172146,0.338665,0.4316721,0.08888889,0.0952381,0.18867925,0.1875,0.9334526,0.3446886,0.3518837,0.53333336,1.5195389,0.41777277,0.4847568,0.5714286,0.8932018,0.35123754,0.31635606,0.41509435,1.0057163,0.4258946,0.26189378,0.625,1.4525852,1.6380329,1.5720539,1.1424255,0.0755685,0.108831786,0.07129497,0.08481332,2.1921637,1.3278999,5.4081287,1.2715135,1.2215265,0.9905268,1.5369849,0.879091,0.041744985,0.2794455,-0.37067088,-0.24280508,0.58325,0.88528645,0.5522554,0.6201305,0.7374924,0.85925347,0.7432435,0.79822713,24.283686,24.214134,23.508007,23.228653
420,2528737793870385120,1.9037209,1.4598856,1.9137182,1.7766361,0.5951214,1.6820335,0.94906616,1.2948723,4.8568482,2.5695727,0.19630106,1.6348335,0.13207547,0.38297874,0.3152174,0.31666666,0.0,0.0,0.0,0.0,0.32408172,0.20503278,0.38091674,0.30820173,1.0358827,0.52805746,0.60719407,0.6267346,7.092483e+07,5.682187e+06,7.816939e+06,4.2964705e+06,0.0011511208,0.0020428933,0.0011022178,0.002090061,4.248535,-1.1005466,0.31329584,-0.26593852,0.59121364,0.32487237,0.32373285,0.34884536,13400.516,2848.6406,7838.59,2980.5117,22.031357,21.171062,20.963903,20.361902,0.034462836,0.045247667,0.033227578,0.04575692,21.743872,20.819868,20.94285,20.193054,0.24324608,0.46570015,0.47572994,0.6650324,0.43396226,0.14893617,0.22826087,0.1,1.6407185,0.27148232,0.7484077,0.8113208,1.920187,0.38842824,0.296165,0.70212764,1.1043911,0.4207465,0.42886037,0.5326087,1.6016579,0.3853782,0.65658796,0.6166667,3.3007336,2.0947113,2.3327484,2.4380417,0.102611996,0.13509363,0.10373535,0.14134376,119.905045,531.9906,950.52826,604.60724,7.921156,19.23065,26.402164,24.8778,1.9995637,0.6394946,0.18741615,0.7878816,0.75926304,0.9579412,0.6965797,0.93169796,0.68990076,0.82213837,0.85583067,0.8805323,21.701906,20.856749,20.601583,19.870756
421,2528737793903883826,1.781045,2.2440653,2.5301123,2.519473,1.4504261,2.5832577,1.3101902,1.959629,3.5202513,2.5605283,0.31971806,1.6355914,0.3018868,0.3617021,0.2826087,0.28333333,0.0,0.0,0.0,0.0,0.31694302,0.23990104,0.39726025,0.31432492,1.0129597,0.5630457,0.5839688,0.66596496,4.5273096e+07,7.7577925e+06,7.848364e+06,3.3348475e+06,0.0019311832,0.0038576396,0.0017857052,0.003957453,-0.18089819,-1.0266578,0.1420536,-0.41527367,0.5345484,0.34929708,0.30927834,0.36917663,10716.844,4188.5156,10363.34,4109.1836,22.78611,22.132887,22.120779,21.231932,0.044863764,0.06260329,0.042563125,0.06326544,22.338034,21.539263,22.291515,20.99551,0.358387,0.767086,0.64990234,0.9771509,0.3207547,0.17021276,0.19565217,0.1,1.9738941,0.27949435,0.6430943,0.6792453,2.7202435,0.5159127,0.56636065,0.68085104,1.5305386,0.53281254,0.5589813,0.47826087,2.3317623,0.5736587,0.8916513,0.6166667,2.830103,3.429165,2.724617,3.4357452,0.14471835,0.18648301,0.14408855,0.20039856,61.84443,202.22665,297.59128,231.62534,6.604226,11.140617,17.028496,19.463846,1.0207337,0.6795011,0.08931609,0.71572506,1.0222707,1.3855915,0.9415295,1.3432475,0.7868932,0.76818967,0.8224895,0.8767333,22.116076,21.363575,21.320143,20.198406
422,2528737794053073262,2.055313,0.43640804,1.9054003,0.54644394,0.21598053,0.40481186,0.23243713,0.39063263,11.833365,1.3834376,9.565027,2.5337949,0.037037037,0.29787233,0.032608695,0.2,0.0,0.0,0.0,0.0,0.21526906,0.22263186,0.19331536,0.2886086,1.8550488,0.7450562,1.0783238,0.68055195,1.0685472e+08,1.9366196e+07,1.6001225e+07,3.2507172e+06,0.0010512009,0.00015516726,0.0004272351,0.000231231,22.052258,-0.7228179,57.597607,0.11485052,0.928641,0.40945557,0.8891901,0.37307784,11424.039,1088.5391,7804.5195,840.47656,21.107878,19.874651,19.433628,19.085072,0.032587174,0.012478621,0.02067564,0.015216008,20.910889,19.805323,19.395655,18.97958,0.07535076,0.15498734,0.11494541,0.15851879,0.8333333,0.10638298,0.70652175,0.13333334,3.4558163,0.18514867,0.5718538,0.962963,0.45821953,0.10924895,0.13051131,0.65957445,3.4430008,0.18154083,0.0,0.98913044,0.5055065,0.10268648,0.22092389,0.6333333,3.9291763,0.6141281,3.4435482,0.8254585,0.032989163,0.03941825,0.033955757,0.0487064,184.75456,481.55478,780.89233,1004.4946,7.7428203,20.189173,22.553215,25.271732,4.6169753,0.6170362,6.796217,1.0071038,0.6878461,0.24800824,0.40180272,0.2903986,0.66864836,0.8746599,0.8044192,0.8165346,20.987253,19.957182,19.408184,19.131609
423,2528737794058681538,1.9678144,0.85094166,1.8651762,1.0737324,0.5822201,1.0937824,0.53941727,0.7430153,5.6762943,3.3204424,1.6406965,2.6174467,0.12962963,0.3617021,0.19565217,0.2,0.0,0.0,0.0,0.0,0.30656403,0.22445098,0.32388398,0.28333068,1.5552223,0.4665748,0.8055486,0.6676189,8.292049e+07,5.136326e+06,1.1527328e+07,3.7386335e+06,0.0010213304,0.0007864141,0.00058508787,0.00083077746,10.7951355,-1.0076118,13.906099,0.23374319,0.7984992,0.2984768,0.5273593,0.3643038,9434.8125,1296.9688,7597.6914,1657.668,21.389774,20.321539,19.976774,19.48762,0.032088246,0.028059186,0.024197435,0.028832799,21.08323,20.053919,19.999516,19.333029,0.10215759,0.27705574,0.2827978,0.3326578,0.5925926,0.08510638,0.38043478,0.11666667,2.8902473,0.40538618,0.7058916,0.962963,1.149683,0.2052216,0.21763982,0.70212764,0.6740532,0.19403939,0.43211105,0.4347826,1.0597954,0.25796917,0.41528538,0.73333335,3.5888844,1.3567104,2.9161472,1.637495,0.066592366,0.079908855,0.06469483,0.08932234,328.5528,1002.5934,1431.4431,1339.9613,11.023723,27.584526,32.094074,30.722553,2.9427748,0.76396966,2.4290814,1.0571179,0.68636036,0.57020587,0.4833867,0.5618826,0.6915917,0.85868657,0.86138517,0.83968395,21.164991,20.291933,19.894032,19.384197
424,2528737794079200205,2.472086,0.17241573,1.782239,0.18632698,0.06298828,0.08516121,0.04637146,0.059249878,17.454468,1.6809412,29.35767,2.7614512,0.037037037,0.23404256,0.010869565,0.15,0.0,0.0,0.0,0.0,0.19019704,0.20882283,0.1065249,0.23305072,1.8409998,1.4481027,1.0187024,1.1302067,1.07477976e+08,7.844859e+07,1.5751736e+07,4.370618e+06,0.0014633202,9.373331e-06,0.00037097768,1.0282784e-05,26.999508,6.662404,90.47128,9.602387,0.921614,0.75773805,0.99909896,0.58745366,12911.383,637.58984,7205.5977,131.55078,20.850157,19.506964,18.994215,18.69517,0.038702026,0.00312232,0.01926467,0.0032355678,20.673695,19.491177,18.958035,18.6772,0.022995949,0.039373398,0.024553299,0.028452873,0.9074074,0.27659574,0.98913044,0.26666668,4.1475677,0.08600387,1.0018595,0.962963,0.10365105,0.023510057,0.055930186,0.68085104,3.4955578,0.03306158,0.0,0.98913044,0.122377396,0.028856428,0.074740455,0.8333333,4.8788395,0.28319168,3.493744,0.32030678,0.018979479,0.007203158,0.0059603783,0.00828085,17.289742,36.324146,100.49214,101.87979,2.859461,5.4951816,6.3079042,6.992512,5.189582,1.9205084,9.473192,2.466845,0.8069433,0.060906984,0.3659173,0.060489487,0.747425,0.908435,0.6206022,0.7105184,20.690775,19.526268,18.962704,18.71882
426,2528737801229857589,1.6239014,1.962719,1.9199162,2.3952131,0.6093559,1.6450005,1.0831223,1.700676,3.3885245,2.276221,0.60983455,1.5532097,0.22916667,0.3409091,0.26804122,0.31034482,0.0,0.0,0.0,0.0,0.2472235,0.23763841,0.3944693,0.31739038,0.8664906,0.6791703,0.5819499,0.5977901,2.833013e+07,7.292137e+06,7.0880435e+06,2.4695478e+06,0.00097247376,0.0024049734,0.0012225745,0.003253963,1.524179,-0.5551741,-0.03249216,-0.40947104,0.45355436,0.40183914,0.29372802,0.34183186,3633.5742,2471.914,7863.9766,2116.082,23.800821,22.908571,21.900816,20.623495,0.034624625,0.05095274,0.035114788,0.057128336,23.555458,22.498735,22.06193,20.32538,0.29746723,0.55167866,0.44759178,0.8778801,0.29166666,0.18181819,0.21649484,0.10344828,1.8503475,0.3258432,0.5966809,0.8125,2.4108295,0.5111471,0.47710362,0.75,1.2692604,0.47938806,0.42869738,0.40206185,2.058405,0.44408226,0.7519384,0.5862069,2.5957508,2.918686,2.2710876,3.4433556,0.11769679,0.15534736,0.111161895,0.17932504,6.751766,35.42842,318.7961,563.87976,2.1326048,4.649716,15.826581,26.085295,1.5007473,0.8650405,-0.28038418,0.6803357,0.8240945,1.1672544,0.7690425,1.1781859,0.80473804,0.7705409,0.8259061,0.86814535,23.397669,22.351412,21.329128,19.7972
427,2528737801254089838,1.287406,1.6788464,2.1365757,2.530632,0.7752552,1.3715992,1.3293457,2.3777962,0.39078295,0.43283325,1.0312393,1.0077817,0.33333334,0.4,0.29761904,0.37037036,1.2373421e-09,0.0,0.0,0.0,0.26489925,0.17687446,0.38665548,0.35358256,1.8262483,0.94966805,0.7509753,0.5828072,2.7287286e+08,4.294013e+07,1.2324305e+07,6.057317e+06,1.6119608e-05,9.1464986e-05,0.0011890453,0.003745161,-0.16865015,-0.96739197,0.2547536,-1.1440368,0.9327975,0.52987754,0.38345778,0.31131962,6055.5156,3136.5156,6420.539,3456.9492,24.69719,24.024357,23.72574,22.17329,0.026943842,0.038072478,0.040411986,0.06413524,24.71467,23.947191,23.868816,22.039917,0.38562584,0.7156544,0.70249844,1.2202234,0.3030303,0.114285715,0.16666667,0.09259259,1.0260773,0.45046452,0.41132927,0.42424244,1.576601,0.4918954,0.4579271,0.6,1.6163349,0.6643588,0.46159816,0.3809524,2.511549,0.62575287,0.71393996,0.5555556,1.4042053,1.7135372,2.8299332,2.892908,0.096690245,0.11649158,0.13143978,0.19272706,3.2682264,5.2977824,29.504036,63.874935,1.2983284,1.8195533,4.4960823,11.163038,-0.2620355,0.17785567,-0.7219271,0.26165742,0.66543716,0.91466683,0.9588043,1.4220892,0.8050235,0.74109477,0.7995538,0.8531954,24.10188,23.405508,22.602304,20.771572
428,2528737801259910687,1.5140085,0.1231966,1.5516462,0.032305717,0.082141876,0.042655945,0.019731522,0.020925522,14.702969,1.2948086,34.756096,0.6956375,0.037037037,0.23404256,0.010309278,0.36206895,5.4068632e-06,0.0022167854,0.0,0.0,0.19945775,0.1534169,0.100394055,0.24151166,1.7379718,1.8047899,1.0187974,0.7677875,1.1905919e+08,1.2259845e+08,1.4155224e+07,1.5833557e+07,0.0005087122,2.3327334e-06,0.00026519198,6.963013e-07,22.684624,1.7192638,96.625786,-0.6046431,0.87717026,0.95199233,1.009733,0.476533,10287.008,497.58594,6304.1133,71.67969,22.22773,20.718647,19.12679,18.354406,0.023863211,0.0022976212,0.01628991,0.00090114825,22.120169,20.711142,19.096197,18.351437,0.045636177,0.020252228,0.009757996,0.011210442,0.8888889,0.29787233,0.9896907,0.12068965,2.7258053,0.104456075,0.21322665,0.962963,0.105838776,0.03211599,0.029491723,0.87234044,3.065773,0.013548831,0.0,0.9896907,0.027917862,0.008228319,0.010602365,0.6034483,2.8831844,0.14034843,3.0647583,0.04105568,0.025712537,0.008187793,0.0024354002,0.0028736868,2.09487,1.6964841,42.85255,11.400977,1.1957082,1.1032244,2.609147,2.7179148,4.7890167,0.53735656,9.820623,0.47081515,0.530425,0.047603603,0.31157368,0.016540041,0.8155396,0.8494219,0.39638126,0.8045479,22.109411,20.716915,19.097816,18.360647
