,amplitude_g,amplitude_r,amplitude_i,amplitude_z,inter_percentile_range_25_g,inter_percentile_range_25_r,inter_percentile_range_25_i,inter_percentile_range_25_z,anderson_darling_normal_g,anderson_darling_normal_r,anderson_darling_normal_i,anderson_darling_normal_z,beyond_1_std_g,beyond_1_std_r,beyond_1_std_i,beyond_1_std_z,chi2_pvar_g,chi2_pvar_r,chi2_pvar_i,chi2_pvar_z,cusum_g,cusum_r,cusum_i,cusum_z,eta_g,eta_r,eta_i,eta_z,eta_e_g,eta_e_r,eta_e_i,eta_e_z,excess_variance_g,excess_variance_r,excess_variance_i,excess_variance_z,kurtosis_g,kurtosis_r,kurtosis_i,kurtosis_z,lafler_kinman_string_length_g,lafler_kinman_string_length_r,lafler_kinman_string_length_i,lafler_kinman_string_length_z,maximum_slope_g,maximum_slope_r,maximum_slope_i,maximum_slope_z,mean_g,mean_r,mean_i,mean_z,mean_variance_g,mean_variance_r,mean_variance_i,mean_variance_z,median_g,median_r,median_i,median_z,median_absolute_deviation_g,median_absolute_deviation_r,median_absolute_deviation_i,median_absolute_deviation_z,median_buffer_range_percentage_10_g,median_buffer_range_percentage_10_r,median_buffer_range_percentage_10_i,median_buffer_range_percentage_10_z,otsu_mean_diff_g,otsu_std_lower_g,otsu_std_upper_g,otsu_lower_to_all_ratio_g,otsu_mean_diff_r,otsu_std_lower_r,otsu_std_upper_r,otsu_lower_to_all_ratio_r,otsu_mean_diff_i,otsu_std_lower_i,otsu_std_upper_i,otsu_lower_to_all_ratio_i,otsu_mean_diff_z,otsu_std_lower_z,otsu_std_upper_z,otsu_lower_to_all_ratio_z,percent_amplitude_g,percent_amplitude_r,percent_amplitude_i,percent_amplitude_z,percent_difference_magnitude_percentile_5_g,percent_difference_magnitude_percentile_5_r,percent_difference_magnitude_percentile_5_i,percent_difference_magnitude_percentile_5_z,chi2_g,chi2_r,chi2_i,chi2_z,roms_g,roms_r,roms_i,roms_z,skew_g,skew_r,skew_i,skew_z,standard_deviation_g,standard_deviation_r,standard_deviation_i,standard_deviation_z,stetson_K_g,stetson_K_r,stetson_K_i,stetson_K_z,weighted_mean_g,weighted_mean_r,weighted_mean_i,weighted_mean_z,villar_fit_amplitude_g,villar_fit_baseline_g,villar_fit_reference_time_g,villar_fit_rise_time_g,villar_fit_fall_time_g,villar_fit_plateau_rel_amplitude_g,villar_fit_plateau_duration_g,villar_fit_reduced_chi2_g,villar_fit_amplitude_r,villar_fit_baseline_r,villar_fit_reference_time_r,villar_fit_rise_time_r,villar_fit_fall_time_r,villar_fit_plateau_rel_amplitude_r,villar_fit_plateau_duration_r,villar_fit_reduced_chi2_r,villar_fit_amplitude_i,villar_fit_baseline_i,villar_fit_reference_time_i,villar_fit_rise_time_i,villar_fit_fall_time_i,villar_fit_plateau_rel_amplitude_i,villar_fit_plateau_duration_i,villar_fit_reduced_chi2_i,villar_fit_amplitude_z,villar_fit_baseline_z,villar_fit_reference_time_z,villar_fit_rise_time_z,villar_fit_fall_time_z,villar_fit_plateau_rel_amplitude_z,villar_fit_plateau_duration_z,villar_fit_reduced_chi2_z
38,0.23779583,0.66926575,1.2992992,1.0863066,0.04849243,0.074543,0.11463547,0.14719582,7.8741856,11.404155,10.973716,8.233947,0.067567565,0.10828026,0.14379086,0.04950495,0.0,0.0,0.0,0.008869872,0.199305,0.13273533,0.13774528,0.09052031,0.5569319,1.505912,1.5971819,2.160956,8.128845e+06,8.835202e+06,1.4060051e+07,149435.8,1.0471377e-05,2.180182e-06,-1.0741076e-05,6.759878e-05,13.450426,20.509918,21.287199,52.34056,0.43731847,0.7675223,0.80182886,1.085221,236.69922,1858.5547,3272.5469,4075.2852,22.38394,21.900593,21.628845,21.660355,0.0036354128,0.005386035,0.010316128,0.009700032,22.396679,21.900913,21.63388,21.648119,0.023859024,0.037240982,0.055805206,0.075408936,0.5,0.7579618,0.7124183,0.6831683,0.36917686,0.028423622,0.035754077,0.04054054,0.70075035,0.086616606,0.21357055,0.9872612,0.5593548,0.13192815,0.38970393,0.92156863,1.8012962,0.11018394,0.0,0.990099,0.39974403,0.84252167,1.6269207,1.7956963,0.0066896547,0.0138890995,0.026177125,0.017173268,9.131419,6.5560985,5.5289707,1.365811,1.3821009,1.3284328,1.6577712,0.9629925,-3.433619,2.328247,2.5793326,6.153659,0.08137486,0.11795736,0.22312593,0.21010613,0.51253337,0.64270204,0.74535644,0.81468046,22.370821,21.852345,21.586,21.628315,0.27911252,22.029856,2923.603,154.32066,34.650776,0.96442163,34.19804,0.56800526,0.6142805,21.670828,2756.9587,174.16537,22.116528,0.37165403,66.96988,0.5273734,2.0871089,21.381868,2552.6648,95.69069,133.06319,0.57211447,106.54837,0.88018423,1.0229025,21.124811,2802.051,25.485182,73.3873,0.9999861,69.25738,0.7192506
39,1.5960188,0.50984097,0.72149277,0.61086273,0.05187416,0.06951141,0.09027481,0.098745346,21.051222,7.698042,8.72945,5.0539393,0.013513514,0.13636364,0.17931035,0.106796116,0.0,0.0,0.0,0.13662367,0.13596651,0.12963355,0.15617254,0.12544034,2.050984,1.6749479,1.9537352,2.0314293,4.4424228e+07,1.0429559e+07,1.6162996e+07,274477.5,0.00025021462,-2.2760705e-05,-2.5205349e-05,1.1369502e-05,68.81606,17.579853,7.7707233,35.215164,1.0273825,0.8446875,0.9785381,1.017144,6531.367,1544.3164,2230.375,4245.0703,22.350523,21.69902,21.495335,21.337147,0.016432108,0.0045342688,0.0075193536,0.0057061985,22.299892,21.691963,21.469051,21.338285,0.023747444,0.034435272,0.042333603,0.05209732,0.9459459,0.64935064,0.6689655,0.61165047,3.1047592,0.0684448,0.0,0.9864865,0.1887188,0.07571405,0.07214585,0.8701299,0.28342056,0.09931297,0.16518916,0.8,0.9534855,0.07782618,0.0,0.99029124,3.1134338,0.69717026,0.8365135,0.9430828,0.013096363,0.013676184,0.019207947,0.011604566,3.4323637,5.962839,4.1846943,1.1542431,1.1920371,1.4069599,1.4167224,0.8642083,8.169485,-1.7039784,0.88887256,4.5006914,0.3672662,0.098389186,0.16163102,0.121754,0.6443642,0.6206364,0.72541845,0.80394906,22.303816,21.714376,21.487951,21.324759,2.0605361,21.69009,2857.2158,42.708252,113.65733,0.12132651,114.645805,1.1941347,0.73066807,20.92081,3193.1165,178.26947,29.095219,0.99780214,44.016342,0.71398306,0.9133694,20.683262,3231.2488,211.41942,108.41489,0.96934026,68.10958,0.5547478,0.34191826,21.11032,2809.3188,4.683346,4.260981,0.98470986,38.787132,0.5968596
40,1.3910408,1.1814489,1.8647842,1.6362934,0.48234367,0.76618195,1.4303513,1.0032063,2.1701455,1.0700166,0.6350521,0.5963102,0.20987654,0.31875,0.375,0.34736842,0.0,0.0,0.0,0.0,0.28428632,0.33329174,0.40833282,0.32496062,0.49970984,0.43818775,0.2844557,0.76050186,8.492475e+06,1.9999695e+06,2.1746025e+06,48997.78,0.0003844378,0.00044876445,0.0013490916,0.00042726757,3.4504666,-0.398885,-0.8229573,-0.3328855,0.30527753,0.24189669,0.14950088,0.3883849,1826.3047,2283.629,3470.4805,3289.1055,23.91637,22.966177,22.85797,22.778194,0.020591402,0.023594845,0.039414905,0.028003247,23.940968,22.911358,22.801392,22.667858,0.24492073,0.3634653,0.7276039,0.49296188,0.24691358,0.175,0.15277778,0.21052632,1.6517315,0.10088664,0.34408134,0.049382716,0.95349693,0.31670016,0.30316696,0.6875,1.5113106,0.51353616,0.47577235,0.5625,1.0775013,0.32900727,0.36915597,0.56842107,1.6853237,1.3344345,1.9519157,1.9081135,0.07105224,0.08242871,0.12817855,0.08735321,53.398327,41.23518,43.29417,6.689168,3.925634,4.920923,6.839765,2.210917,-1.287783,0.34964895,0.08187493,0.2739742,0.4924716,0.5418834,0.90094465,0.6378634,0.79977167,0.80712575,0.8932522,0.7919832,23.246506,22.359491,21.833134,22.305485,1.7422516,22.220816,2973.6938,176.02428,104.658585,0.92718357,64.39245,2.6246877,1.5222864,21.881636,2823.2852,79.8425,64.80192,0.07667184,0.699159,5.758717,3.0777202,21.592922,2524.297,122.898346,17.31923,0.36799604,288.72534,5.0451226,1.990656,21.768927,2814.8638,8.15235,2.7055488,0.009916591,5.1468554,1.9297385
41,0.80840874,1.1574669,1.5803347,0.79956627,0.23508453,0.2491951,0.32211113,0.41702652,3.796605,7.6297193,6.4291053,0.8420663,0.17283951,0.1474359,0.20300752,0.33333334,0.8138693,0.0,1.9984014e-14,0.983358,0.2037742,0.15681478,0.24407117,0.096791,1.2055774,0.81932765,0.85556144,1.9216758,2.0834294e+07,3.8935272e+06,7.1678465e+06,111093.75,3.4742847e-05,0.0001015096,0.00016744924,-0.0002353678,8.791802,5.6234937,3.4053607,-0.13374925,0.6170477,0.4623852,0.45521125,0.96142167,1275.5469,1893.6641,3864.7656,2565.4844,24.279507,23.309958,23.071362,23.089987,0.010896676,0.013721288,0.021385595,0.014340492,24.215668,23.280766,23.011189,23.03089,0.12252045,0.12827969,0.16364479,0.20243359,0.38271606,0.4679487,0.49624062,0.19607843,0.6085148,0.13302322,0.3520144,0.8765432,1.1071033,0.22610036,0.12627721,0.9551282,0.9581814,0.34887138,0.25248075,0.8270677,0.55064964,0.1677553,0.21652246,0.5882353,1.3618717,1.2196007,1.9120426,0.9615593,0.028053831,0.033971727,0.07014263,0.045937087,0.8578394,2.8909483,2.231477,0.72413266,0.76370203,1.1162587,1.1263831,0.7133953,2.4625366,0.92513925,-0.39339772,0.4188137,0.2645659,0.31984264,0.4933948,0.33112177,0.8116132,0.6509828,0.7509876,0.8041503,24.200346,23.267925,23.009802,22.949034,0.707979,24.192226,2990.3953,16.249907,198.70091,0.99840534,677.72504,0.37808964,1.7327111,22.369947,3142.6804,107.50645,6.3756533,0.72998077,25.061155,0.65354705,3.0895262,22.903257,2928.4236,25.031029,80.80248,0.9498835,128.20917,0.6831954,1.1402396,22.374895,2823.9263,12.044727,1.7723829,0.71525633,12.318185,0.37999132
42,2.5350485,1.8377304,0.94683456,0.8256655,0.038261414,0.053014755,0.12357712,0.07526207,27.12336,42.398552,9.030085,19.0599,0.012345679,0.012903226,0.16883117,0.02,0.0,0.0,0.0,2.3297128e-08,0.10921748,0.09347816,0.18890813,0.11394272,2.02546,1.9544108,1.5900853,2.0338042,6.2597948e+07,1.5523182e+07,1.4357852e+07,143312.28,0.0004827168,0.0003054574,8.489778e-06,9.370856e-05,79.411804,70.07624,15.3917055,39.798035,1.0133783,0.97854567,0.80471754,1.0180429,10285.371,7118.824,2431.2812,3063.8008,21.38265,21.514269,21.398628,21.178041,0.026137087,0.017792296,0.0077215964,0.010287335,21.307686,21.462385,21.372896,21.151546,0.019096375,0.024339676,0.048490524,0.036388397,0.9876543,0.92903227,0.7012987,0.83,5.0059986,0.054784305,0.0,0.9876543,3.3162937,0.07293112,0.21180376,0.9870968,0.26563835,0.106233716,0.16600546,0.77272725,1.4858303,0.061887115,0.021912316,0.98,5.019163,3.4751549,1.1060429,1.4981079,0.010907263,0.014733386,0.017359696,0.0110926535,10.589439,10.025983,5.6932178,1.9795357,1.9682007,1.5388266,1.588539,0.91987944,8.871418,8.278716,0.9946632,6.127295,0.5588802,0.38278824,0.16523157,0.2178656,0.62365663,0.55752313,0.6944798,0.6472958,21.316074,21.488062,21.385887,21.142553,2.2420738,20.48105,2874.0613,78.08315,177.05951,0.43339404,163.66605,4.498225,1.956004,21.488098,2652.7705,3.7550442,2.0690782,0.98352665,72.52103,5.216222,0.8972565,21.382736,2146.1013,209.56201,12.5430565,0.1568181,485.56726,2.966838,0.63634646,21.066658,2763.8499,4.7949677,44.70323,0.7900968,31.278767,1.0416671
43,0.1538887,0.6090412,1.9853239,0.103120804,0.0342865,0.03170204,0.043416977,0.048870087,9.574339,30.027164,34.782223,0.35613546,0.093333334,0.06748466,0.01369863,0.3137255,0.0,0.0,0.0,0.43644166,0.24266231,0.12508523,0.08155206,0.14090343,0.28227925,1.8189757,2.141118,1.7911712,4.916069e+06,1.081469e+07,1.171582e+07,112136.57,8.06843e-06,2.7635324e-05,0.00020567424,-1.9001604e-07,7.8442445,58.42016,129.10294,0.562449,0.24669169,0.91734946,1.0720259,0.9064912,144.53906,2088.6562,8075.918,308.34766,21.122856,20.820362,20.7146,20.548124,0.0029089332,0.0054832217,0.015459972,0.0018587433,21.134228,20.811243,20.702526,20.546474,0.016973495,0.015966415,0.019891739,0.022219658,0.46666667,0.90797544,0.9589041,0.27450982,0.22696114,0.022000793,0.02317752,0.06666667,0.9395313,0.046157695,0.16340838,0.9877301,3.7547245,0.07770786,0.0,0.9931507,0.06058693,0.024098996,0.02455182,0.61764705,0.24321556,1.0526695,3.7410812,0.112407684,0.011726358,0.0055060517,0.011767918,0.0057096602,27.796806,26.843086,11.236097,1.0160043,2.6739454,2.1159449,1.9954493,0.8161496,-2.7969713,6.941178,11.027727,0.18066706,0.061444975,0.11416266,0.32024714,0.038193688,0.5574245,0.4530189,0.7083957,0.80533886,21.120522,20.792728,20.67432,20.546139,0.15222986,20.879475,2973.1287,184.1172,88.171425,0.3991894,13.224554,1.7175605,0.42263564,20.651537,2782.3335,110.557686,34.335472,0.27862537,36.288994,6.958173,1.2282778,20.073515,2921.0156,229.8369,133.49092,0.28038567,91.63364,0.71698844,0.19470851,20.452763,2819.049,13.903055,1.4450777,0.93140554,20.990425,0.53210866
44,2.1208153,0.93511105,2.2827663,0.391037,0.039949417,0.07151413,0.122665405,0.12374687,25.244387,18.958755,24.979012,0.6334041,0.024390243,0.06832298,0.054054055,0.27884614,0.0,0.0,0.0,0.0,0.12700471,0.15334032,0.07267305,0.27755055,2.0417333,1.5056659,2.0262504,1.3331554,5.676256e+07,1.0643391e+07,1.6596551e+07,73019.35,0.00047998835,3.2236774e-05,0.0001331457,1.6066986e-05,62.282627,58.951912,64.52345,2.6551144,1.0223486,0.76036346,1.013626,0.6759849,8564.223,2776.7305,7226.332,1027.1562,21.824072,21.49976,21.469515,21.243334,0.022519888,0.0061750147,0.016449729,0.0052240905,21.742506,21.487402,21.449055,21.235214,0.01962471,0.036985397,0.061024666,0.061077118,0.9268293,0.9006211,0.9256757,0.34615386,4.1513557,0.17824923,0.0,0.9878049,1.3053551,0.08418029,0.0,0.99378884,2.5828228,0.157879,1.2486203,0.9864865,0.16645241,0.07099056,0.07568081,0.50961536,4.182295,1.3096046,3.4512901,0.48074532,0.013627725,0.014367649,0.01673383,0.016273333,12.290454,9.236112,3.413896,2.8864884,1.8085976,1.6811607,1.5246502,1.3273664,7.659992,5.654607,6.696291,0.3362772,0.49147567,0.13276133,0.35316768,0.1109771,0.5342267,0.5911447,0.81089294,0.78005046,21.752455,21.50977,21.46415,21.250376,6.7595363,21.754091,2527.728,15.11216,550.34814,0.99992824,155.91545,6.643922,0.24355242,20.890263,3433.1267,284.26025,0.48279288,0.42976838,12.191135,2.5065143,0.48449242,21.344185,3140.4185,176.89458,166.2086,0.9843274,570.3389,1.3091576,0.49866116,21.001389,2810.1638,6.0919814,4.8860106,0.30460677,11.110299,0.9816444
45,1.6330404,1.4550705,0.59512043,0.30138588,0.03796196,0.07280922,0.0932045,0.094976425,25.218845,28.996983,8.958739,0.7032532,0.024096385,0.019354839,0.1369863,0.25490198,0.0,0.0,0.0,0.33763194,0.091852576,0.095527105,0.17287847,0.12873937,2.1816518,1.8792777,1.5891829,2.024021,3.245989e+07,1.4561286e+07,1.4565814e+07,115321.52,0.0003430235,8.037902e-05,-1.2120467e-05,-9.198406e-07,42.73085,124.84274,8.526883,3.6750858,1.093065,0.9428069,0.79906267,1.0337764,6310.004,5081.211,2029.9648,790.41016,21.763958,21.714453,21.414503,21.4951,0.018618882,0.009929732,0.006618979,0.0041305902,21.71404,21.707302,21.436893,21.504889,0.018983841,0.03516388,0.03969288,0.05243492,0.92771083,0.92258066,0.6232877,0.3627451,2.5581017,0.056315232,0.66226524,0.97590363,2.5455341,0.06868228,0.0,0.9935484,0.24041176,0.15574399,0.08240768,0.21232876,0.13185501,0.053378697,0.064561635,0.48039216,3.0146675,2.5362606,0.7033138,0.40279388,0.0078919325,0.009942555,0.013946839,0.012824137,13.853012,4.918273,5.0630574,1.0532957,1.9511434,1.3886942,1.5101055,0.8201715,6.4412026,10.549852,-1.2812531,0.7289347,0.40522057,0.21561871,0.14174214,0.08878745,0.5489959,0.6816827,0.71853626,0.7860992,21.70101,21.675323,21.414385,21.488808,1.3731253,21.345192,2781.3804,119.6234,163.17009,0.5065368,27.799194,3.4726098,1.3520037,21.434423,2739.185,185.84164,177.40082,0.70233524,85.99016,0.6443641,0.735814,21.226208,2226.9,48.77366,149.27225,0.49697915,515.0479,0.75596863,0.17855708,21.415092,2820.3672,5.729451,4.5879526,0.103315316,0.78572965,0.53721327
46,0.29760742,0.752614,2.226305,0.41134357,0.05441284,0.055768967,0.14163017,0.15657234,10.595912,19.94272,16.252623,1.4592005,0.077922076,0.09677419,0.10489511,0.24468085,0.0,0.0,0.0,0.37506115,0.2206245,0.14054976,0.1419907,0.13670106,0.51071817,1.6362652,1.7603247,1.6761843,6.0909765e+06,5.9218155e+06,1.2139037e+07,165693.45,1.9770092e-05,3.0678817e-05,0.00014428921,7.142932e-07,12.52347,21.773697,61.37551,7.0939875,0.38559702,0.83972365,0.88696957,0.84523255,241.73438,1539.3021,7390.8438,2228.3516,22.215261,21.776089,21.794117,21.69156,0.004676571,0.0064552776,0.016909396,0.005787764,22.193428,21.750715,21.718178,21.683542,0.027679443,0.028450012,0.052362442,0.07841873,0.5064935,0.83225805,0.7832168,0.23404256,0.43120193,0.037215687,0.07182812,0.9480519,0.44807625,0.060020126,0.21821634,0.92903227,3.581911,0.21544586,0.0,0.993007,0.18795013,0.054840032,0.11262653,0.5744681,0.4993782,1.0737801,3.632801,0.6579876,0.014880436,0.02106617,0.032453995,0.015684148,5.8610315,11.690873,6.8742857,1.0400786,1.4057175,1.5658273,1.6677551,0.8859705,3.423644,3.5828314,6.4600835,1.804937,0.103891246,0.1405707,0.36852536,0.12554564,0.58614904,0.53046304,0.6806225,0.86215335,22.19819,21.779886,21.745106,21.669939,0.7261344,22.190125,3028.2292,7.332047,42.161194,0.98949426,304.61755,0.78062916,0.95766723,21.10166,2777.3096,64.57223,167.49557,0.01781161,271.6965,1.8171335,1.6012105,21.34941,3048.8176,171.46854,798.1768,0.053049814,161.61877,0.6960437,0.39340743,21.511223,2814.0073,4.4056497,7.7890177,0.15573375,3.3040934,0.4973504
47,0.27390766,1.8882713,0.5796566,1.8170347,0.11496925,0.14094162,0.22899818,0.20395279,1.2967805,23.458282,1.3720921,12.986274,0.2948718,0.019607844,0.3006993,0.030303031,0.0,0.0,0.0,0.0,0.29229257,0.15651035,0.321242,0.18007007,0.5177105,1.8159912,0.8980693,1.6149979,1.3723343e+07,3.5720218e+06,6.0970475e+06,119559.15,2.4622845e-05,0.00019323682,3.721246e-05,0.0002759969,1.286736,118.3281,2.0274618,71.28646,0.3765298,0.90807575,0.44939497,0.808858,736.66406,4739.9844,1449.6211,6347.2227,21.67718,21.090874,20.923946,20.919786,0.005046491,0.014215469,0.0077661476,0.016999276,21.692307,21.0539,20.907059,20.883259,0.055856705,0.06268501,0.11268234,0.10171318,0.20512821,0.9346405,0.30769232,0.7979798,0.19999123,0.08725572,0.060114376,0.24358974,3.4824276,0.10342625,0.0,0.99346405,0.25477982,0.118382685,0.07570405,0.57342654,3.2682533,0.1369821,0.0,0.989899,0.369524,3.4966412,0.6156025,3.2717686,0.01620344,0.015650136,0.02246089,0.019832326,35.729935,24.963114,27.459606,11.643294,4.3243337,3.8924637,4.206142,2.6820133,-0.97953665,10.22847,-0.6329929,7.7872815,0.10939369,0.29981667,0.16249846,0.35562125,0.7402972,0.7820849,0.8047948,0.78449047,21.671349,21.070595,20.958138,20.894253,0.48572636,21.368841,2885.3635,104.35359,75.77828,0.53926486,39.46911,10.115065,2.5228047,20.97051,2740.964,146.60515,204.76106,0.9546526,82.91687,10.775411,0.9253174,20.801172,2398.2869,80.53411,57.14684,0.44897294,368.94174,8.495077,1.8616091,20.128973,2816.1184,5.6200666,13.135819,0.5571937,7.5864434,2.4869316
48,0.4232111,0.7191725,1.2341938,0.6324024,0.2570858,0.37851143,0.43032074,0.35995102,0.4501458,4.020599,2.284413,0.67512953,0.3164557,0.24074075,0.25,0.31868133,0.0,0.0,0.0,0.0,0.3371417,0.3733641,0.34416255,0.33034968,0.73699576,0.52209,1.029024,0.9824437,1.8224742e+07,2.5274065e+06,8.801273e+06,100281.07,4.4993474e-05,0.00010129213,-1.1272413e-06,4.9901555e-05,-0.064258575,1.4969053,3.0988946,0.10976243,0.41303197,0.2658777,0.53531545,0.51296055,779.39844,1983.4766,3376.7812,3215.5547,23.316359,22.50512,22.310984,22.120241,0.007512982,0.012567199,0.014929852,0.011416967,23.300909,22.420597,22.400818,22.11793,0.13064957,0.1753416,0.18828392,0.1739521,0.17721519,0.22839506,0.39473686,0.10989011,0.283535,0.09516092,0.1152252,0.56962025,0.48618126,0.114103585,0.22765233,0.654321,0.5571785,0.2467054,0.17493391,0.34210527,0.4200096,0.11068054,0.16349195,0.50549453,0.45106888,1.1141605,1.6330242,0.8231983,0.025551662,0.04059414,0.041616827,0.03556012,4.8622923,15.637745,8.874354,3.1988523,1.797352,2.8918924,2.3435707,1.5511682,0.35028854,1.1995584,-0.9078066,0.5016019,0.17517538,0.2828263,0.3330997,0.25254607,0.80981505,0.74924046,0.8265326,0.83618265,23.300362,22.458872,22.324673,22.05332,0.5673339,22.781216,3040.5178,154.3761,113.23756,0.93305165,53.067425,2.332035,1.1719007,22.413673,2911.2598,4.8700314,222.64336,0.45066932,177.9013,4.4532595,0.94486177,22.010685,3146.396,179.14445,32.153145,0.041631196,11.1237545,4.5407553,0.7822852,21.749298,2810.0796,6.3472896,2.5841131,0.24327037,10.042381,0.6751441
49,1.4820557,1.708684,1.8378553,0.7879915,0.13505745,0.23747635,0.70205307,0.43906403,21.253302,30.50406,4.851424,0.49255514,0.05,0.07333333,0.1971831,0.3030303,0.0,0.0,0.0,0.0,0.21296857,0.21580376,0.360409,0.376933,0.43067876,0.38742536,0.20170376,0.48548633,115599.07,1.53465e+06,1.0322404e+06,27738.607,0.00055254187,0.0009212727,0.00066944014,0.00017813752,16.753613,10.527594,1.9239097,-0.20619893,0.33577484,0.229123,0.1449848,0.30631652,207.97917,4178.625,1549.6992,1565.7812,22.196383,21.6489,21.730698,21.634521,0.023668338,0.030516988,0.026853068,0.01446561,22.081577,21.444431,21.654945,21.66157,0.071315765,0.105342865,0.33236885,0.22993279,0.9375,0.70666665,0.3309859,0.21212122,2.3554382,0.07214121,0.3318893,0.95,2.5088577,0.16754062,0.51477915,0.93333334,1.0440025,0.27527952,0.49867833,0.7253521,0.5163574,0.14930826,0.19823968,0.44444445,2.804781,3.1159153,2.3916454,0.83563805,0.053962883,0.115525246,0.08860443,0.04480659,12.459463,37.154427,36.136185,11.385194,2.79714,4.317582,4.9258947,3.016858,4.1930075,3.3691595,1.1534132,0.21532975,0.52535146,0.6606592,0.5835359,0.31295654,0.7718742,0.72763675,0.8425315,0.8593414,22.066628,21.46775,21.590061,21.515474,2.142666,22.05944,3017.4116,2.2544787,110.90823,0.052265495,30.247822,3.4887235,2.8043952,21.457134,2939.961,10.865266,172.37361,0.07815443,169.24916,10.6430025,2.176124,21.567524,3023.2898,30.582636,161.54694,0.33844656,149.48254,12.233638,1.0071939,21.225996,2804.498,7.987801,2.2549536,0.28307,14.949585,1.8349813
50,0.21058464,0.2889719,2.2885199,1.1483908,0.041147232,0.06453133,0.115385056,0.12771034,12.100545,6.2062516,22.50574,11.840465,0.06097561,0.1595092,0.046357617,0.05940594,0.0,0.0,0.0,0.0010876859,0.23342915,0.20642625,0.110306956,0.12623726,0.31214932,1.3796855,1.9031435,1.8528615,5.912314e+06,7.7129525e+06,1.6254184e+07,130229.03,1.4454352e-05,1.1593254e-06,0.00016795385,8.35436e-05,9.201047,4.143409,68.38313,62.239136,0.25114265,0.7091779,0.9547712,0.9345138,360.5,1021.0625,7806.5703,4132.6875,21.977617,21.584822,21.52746,21.487593,0.0039812964,0.0037268647,0.017666357,0.010318031,21.99764,21.587708,21.52655,21.456615,0.020123482,0.032669067,0.058717728,0.063402176,0.5,0.46625766,0.794702,0.83168316,0.34249687,0.013662627,0.03005488,0.06097561,0.16870308,0.06157027,0.060562514,0.11042945,2.8525314,0.16021901,1.3557528,0.98675495,1.9816761,0.101869196,0.0,0.990099,0.35902786,0.3374939,3.7743187,1.9930344,0.01727012,0.01291224,0.023747683,0.016036345,17.760525,10.228823,13.118866,1.4898844,1.9018295,1.6613295,2.3522432,0.98406583,-3.0717192,0.21859662,7.2811027,7.076119,0.08749941,0.08044371,0.3803118,0.22170964,0.553719,0.62498534,0.71780425,0.80439717,21.96599,21.54585,21.467138,21.45958,0.274535,21.650526,2922.439,173.69229,37.056366,0.5981455,24.058445,0.71212846,0.3277277,21.359741,2835.927,126.82312,101.25551,0.54401124,15.545231,0.6724657,2.101919,21.087805,2702.6772,301.14816,176.2394,0.45138028,42.134346,1.7584753,1.0074891,21.01125,2818.5657,8.0808935,12.044018,0.50098395,6.822078,0.6145955
51,0.27703953,0.6856756,1.3555965,0.44914532,0.051540375,0.08016968,0.116415024,0.10184479,8.573379,10.451279,13.431973,2.1806,0.08974359,0.1402439,0.088435374,0.1980198,0.0,0.0,0.0,0.8300138,0.20366517,0.11251582,0.14053322,0.08342617,0.522471,1.8469347,1.6987771,2.2689936,8.527781e+06,8.921859e+06,1.6135398e+07,135373.77,1.39037975e-05,1.554184e-05,6.489604e-05,-6.087843e-06,9.601418,23.020172,55.35265,3.7393737,0.33218488,0.9392624,0.8505839,1.1350251,332.14453,1872.3516,4248.414,1301.375,22.022194,22.090681,21.684774,21.839556,0.003921186,0.0056900396,0.010423839,0.00545884,22.036491,22.10607,21.6994,21.839659,0.025465012,0.04138851,0.05016136,0.05038643,0.5641026,0.7256098,0.75510204,0.45544556,0.34539223,0.036947973,0.04009777,0.051282052,0.34552574,0.21365274,0.070259124,0.07317073,2.153864,0.14024799,0.0,0.99319726,0.16844177,0.082654014,0.098270886,0.65346533,0.3784256,0.9948387,2.1245823,0.475811,0.0124336695,0.018134682,0.016276726,0.018473886,17.380709,8.9864,5.500232,0.86491686,1.974882,1.480513,1.5580115,0.6943479,-2.780544,-3.1569848,5.5675497,0.31655055,0.08635312,0.12569685,0.22603859,0.11921864,0.53335243,0.6323527,0.7210529,0.749374,22.010096,22.033709,21.664669,21.825548,0.37344623,21.688244,2915.6746,138.4924,14.955654,0.89910984,46.975315,1.1820107,1.2728497,21.13364,3036.9204,253.40283,54.68003,0.99977803,140.19719,0.66065633,0.8867473,21.267096,2835.7234,160.8645,198.22635,0.4879533,115.00726,0.87613374,0.52503806,21.452417,2808.2866,4.800395,11.823566,0.2815641,16.453064,0.43497512
